            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2448883.295138889, A.D. 1992-Sep-17 19:05:00.0000, -8.771122545927025E+08,  2.751050910209135E+08, -1.368214813659906E+08,
2448884.295138889, A.D. 1992-Sep-18 19:05:00.0000, -8.770014960292556E+08,  2.723088945736290E+08, -1.374808949781223E+08,
2448885.295138889, A.D. 1992-Sep-19 19:05:00.0000, -8.768455495954890E+08,  2.695090087911995E+08, -1.381400239043645E+08,
2448886.295138889, A.D. 1992-Sep-20 19:05:00.0000, -8.766442910747099E+08,  2.667061630446523E+08, -1.387988614972232E+08,
2448887.295138889, A.D. 1992-Sep-21 19:05:00.0000, -8.763976035030475E+08,  2.639011024487107E+08, -1.394574007240373E+08,
2448888.295138889, A.D. 1992-Sep-22 19:05:00.0000, -8.761053807498858E+08,  2.610945900960242E+08, -1.401156345001755E+08,
2448889.295138889, A.D. 1992-Sep-23 19:05:00.0000, -8.757675324819620E+08,  2.582874082844264E+08, -1.407735561381851E+08,
2448890.295138889, A.D. 1992-Sep-24 19:05:00.0000, -8.753839901710318E+08,  2.554803578274595E+08, -1.414311598762487E+08,
2448891.295138889, A.D. 1992-Sep-25 19:05:00.0000, -8.749547131377691E+08,  2.526742547153516E+08, -1.420884413912075E+08,
2448892.295138889, A.D. 1992-Sep-26 19:05:00.0000, -8.744796931225055E+08,  2.498699241127054E+08, -1.427453981621557E+08,
2448893.295138889, A.D. 1992-Sep-27 19:05:00.0000, -8.739589559991404E+08,  2.470681927176485E+08, -1.434020295688582E+08,
2448894.295138889, A.D. 1992-Sep-28 19:05:00.0000, -8.733925601390510E+08,  2.442698812503299E+08, -1.440583366934053E+08,
2448895.295138889, A.D. 1992-Sep-29 19:05:00.0000, -8.727805921233438E+08,  2.414757987512680E+08, -1.447143218985782E+08,
2448896.295138889, A.D. 1992-Sep-30 19:05:00.0000, -8.721231612664495E+08,  2.386867395180960E+08, -1.453699883183720E+08,
2448897.295138889, A.D. 1992-Oct-01 19:05:00.0000, -8.714203943968878E+08,  2.359034824898673E+08, -1.460253393876460E+08,
2448898.295138889, A.D. 1992-Oct-02 19:05:00.0000, -8.706724317709178E+08,  2.331267922615011E+08, -1.466803784830781E+08,
2448899.295138889, A.D. 1992-Oct-03 19:05:00.0000, -8.698794243372895E+08,  2.303574208140648E+08, -1.473351086886722E+08,
2448900.295138889, A.D. 1992-Oct-04 19:05:00.0000, -8.690415321319306E+08,  2.275961092835241E+08, -1.479895326617465E+08,
2448901.295138889, A.D. 1992-Oct-05 19:05:00.0000, -8.681589234103303E+08,  2.248435894116816E+08, -1.486436525623598E+08,
2448902.295138889, A.D. 1992-Oct-06 19:05:00.0000, -8.672317741354685E+08,  2.221005845839447E+08, -1.492974700118275E+08,
2448903.295138889, A.D. 1992-Oct-07 19:05:00.0000, -8.662602675303705E+08,  2.193678105233262E+08, -1.499509860552284E+08,
2448904.295138889, A.D. 1992-Oct-08 19:05:00.0000, -8.652445935154535E+08,  2.166459757957478E+08, -1.506042011132966E+08,
2448905.295138889, A.D. 1992-Oct-09 19:05:00.0000, -8.641849479572461E+08,  2.139357823140559E+08, -1.512571149188260E+08,
2448906.295138889, A.D. 1992-Oct-10 19:05:00.0000, -8.630815317509017E+08,  2.112379260233108E+08, -1.519097264412245E+08,
2448907.295138889, A.D. 1992-Oct-11 19:05:00.0000, -8.619345498409172E+08,  2.085530979137105E+08, -1.525620338098974E+08,
2448908.295138889, A.D. 1992-Oct-12 19:05:00.0000, -8.607442103447803E+08,  2.058819854430911E+08, -1.532140342519549E+08,
2448909.295138889, A.D. 1992-Oct-13 19:05:00.0000, -8.595107239706949E+08,  2.032252743668296E+08, -1.538657240613670E+08,
2448910.295138889, A.D. 1992-Oct-14 19:05:00.0000, -8.582343039057528E+08,  2.005836508876295E+08, -1.545170986145746E+08,
2448911.295138889, A.D. 1992-Oct-15 19:05:00.0000, -8.569151663001076E+08,  1.979578039743335E+08, -1.551681524424195E+08,
2448912.295138889, A.D. 1992-Oct-16 19:05:00.0000, -8.555535314078068E+08,  1.953484276735007E+08, -1.558188793621757E+08,
2448913.295138889, A.D. 1992-Oct-17 19:05:00.0000, -8.541496253952266E+08,  1.927562232456005E+08, -1.564692726690235E+08,
2448914.295138889, A.D. 1992-Oct-18 19:05:00.0000, -8.527036828120503E+08,  1.901819009717038E+08, -1.571193253848911E+08,
2448915.295138889, A.D. 1992-Oct-19 19:05:00.0000, -8.512159497273053E+08,  1.876261814585643E+08, -1.577690305629308E+08,
2448916.295138889, A.D. 1992-Oct-20 19:05:00.0000, -8.496866875195915E+08,  1.850897961969329E+08, -1.584183816437684E+08,
2448917.295138889, A.D. 1992-Oct-21 19:05:00.0000, -8.481161772119261E+08,  1.825734870218576E+08, -1.590673728496681E+08,
2448918.295138889, A.D. 1992-Oct-22 19:05:00.0000, -8.465047240141938E+08,  1.800780040689681E+08, -1.597159995816330E+08,
2448919.295138889, A.D. 1992-Oct-23 19:05:00.0000, -8.448526614187630E+08,  1.776041019459560E+08, -1.603642587574930E+08,
2448920.295138889, A.D. 1992-Oct-24 19:05:00.0000, -8.431603539500202E+08,  1.751525342302439E+08, -1.610121490112643E+08,
2448921.295138889, A.D. 1992-Oct-25 19:05:00.0000, -8.414281977296917E+08,  1.727240469841029E+08, -1.616596706858529E+08,
2448922.295138889, A.D. 1992-Oct-26 19:05:00.0000, -8.396566185099860E+08,  1.703193724597897E+08, -1.623068256003525E+08,
2448923.295138889, A.D. 1992-Oct-27 19:05:00.0000, -8.378460675808458E+08,  1.679392242172687E+08, -1.629536166414059E+08,
2448924.295138889, A.D. 1992-Oct-28 19:05:00.0000, -8.359970165764452E+08,  1.655842944051519E+08, -1.636000472785936E+08,
2448925.295138889, A.D. 1992-Oct-29 19:05:00.0000, -8.341099523600543E+08,  1.632552532234600E+08, -1.642461211098388E+08,
2448926.295138889, A.D. 1992-Oct-30 19:05:00.0000, -8.320294094349445E+08,  1.609553583549623E+08, -1.648074228373642E+08,
2448927.295138889, A.D. 1992-Oct-31 19:05:00.0000, -8.300671919536906E+08,  1.586800021291097E+08, -1.654524785280319E+08,
2448928.295138889, A.D. 1992-Nov-01 19:05:00.0000, -8.280684773591366E+08,  1.564324272063552E+08, -1.660971860442207E+08,
2448929.295138889, A.D. 1992-Nov-02 19:05:00.0000, -8.260337834780471E+08,  1.542132315673202E+08, -1.667415470432747E+08,
2448930.295138889, A.D. 1992-Nov-03 19:05:00.0000, -8.239636335264963E+08,  1.520229991730595E+08, -1.673855625905133E+08,
2448931.295138889, A.D. 1992-Nov-04 19:05:00.0000, -8.218585557764865E+08,  1.498623007580933E+08, -1.680292331483153E+08,
2448932.295138889, A.D. 1992-Nov-05 19:05:00.0000, -8.197190825589807E+08,  1.477316942352377E+08, -1.686725584433951E+08,
2448933.295138889, A.D. 1992-Nov-06 19:05:00.0000, -8.175457494777801E+08,  1.456317251139672E+08, -1.693155374044829E+08,
2448934.295138889, A.D. 1992-Nov-07 19:05:00.0000, -8.153390950424318E+08,  1.435629272030296E+08, -1.699581682236602E+08,
2448935.295138889, A.D. 1992-Nov-08 19:05:00.0000, -8.130996594744657E+08,  1.415258235903579E+08, -1.706004482742138E+08,
2448936.295138889, A.D. 1992-Nov-09 19:05:00.0000, -8.108279828887303E+08,  1.395209280777711E+08, -1.712423739045720E+08,
2448937.295138889, A.D. 1992-Nov-10 19:05:00.0000, -8.085246044653409E+08,  1.375487473762240E+08, -1.718839404058346E+08,
2448938.295138889, A.D. 1992-Nov-11 19:05:00.0000, -8.061900629059747E+08,  1.356097839442953E+08, -1.725251421788858E+08,
2448939.295138889, A.D. 1992-Nov-12 19:05:00.0000, -8.038248972571732E+08,  1.337045389808983E+08, -1.731659728649526E+08,
2448940.295138889, A.D. 1992-Nov-13 19:05:00.0000, -8.014296482143762E+08,  1.318335151384911E+08, -1.738064254418183E+08,
2448941.295138889, A.D. 1992-Nov-14 19:05:00.0000, -7.990048611265508E+08,  1.299972187172896E+08, -1.744464925479675E+08,
2448942.295138889, A.D. 1992-Nov-15 19:05:00.0000, -7.965510901674793E+08,  1.281961609168688E+08, -1.750861669573808E+08,
2448943.295138889, A.D. 1992-Nov-16 19:05:00.0000, -7.940689025162398E+08,  1.264308578237666E+08, -1.757254419989786E+08,
2448944.295138889, A.D. 1992-Nov-17 19:05:00.0000, -7.915588816548417E+08,  1.247018290278211E+08, -1.763643117767550E+08,
2448945.295138889, A.D. 1992-Nov-18 19:05:00.0000, -7.890216309062601E+08,  1.230095951914737E+08, -1.770027714777612E+08,
2448946.295138889, A.D. 1992-Nov-19 19:05:00.0000, -7.864577770740280E+08,  1.213546747169633E+08, -1.776408177850592E+08,
2448947.295138889, A.D. 1992-Nov-20 19:05:00.0000, -7.838679720391561E+08,  1.197375793957262E+08, -1.782784489529303E+08,
2448948.295138889, A.D. 1992-Nov-21 19:05:00.0000, -7.812528929644585E+08,  1.181588094629705E+08, -1.789156647334920E+08,
2448949.295138889, A.D. 1992-Nov-22 19:05:00.0000, -7.786132414761544E+08,  1.166188485980304E+08, -1.795524662745523E+08,
2448950.295138889, A.D. 1992-Nov-23 19:05:00.0000, -7.759497411586794E+08,  1.151181593759254E+08, -1.801888558549543E+08,
2448951.295138889, A.D. 1992-Nov-24 19:05:00.0000, -7.732631345392358E+08,  1.136571799359342E+08, -1.808248366971568E+08,
2448952.295138889, A.D. 1992-Nov-25 19:05:00.0000, -7.705541775179569E+08,  1.122363219096012E+08, -1.814604123105649E+08,
2448953.295138889, A.D. 1992-Nov-26 19:05:00.0000, -7.678236351020517E+08,  1.108559701550283E+08, -1.820955861533860E+08,
2448954.295138889, A.D. 1992-Nov-27 19:05:00.0000, -7.650722775353642E+08,  1.095164837669171E+08, -1.827303613141310E+08,
2448955.295138889, A.D. 1992-Nov-28 19:05:00.0000, -7.623008783282990E+08,  1.082181980049718E+08, -1.833647405090591E+08,
2448956.295138889, A.D. 1992-Nov-29 19:05:00.0000, -7.595102112040150E+08,  1.069614261558299E+08, -1.839987256760904E+08,
2448957.295138889, A.D. 1992-Nov-30 19:05:00.0000, -7.567010495203432E+08,  1.057464614562890E+08, -1.846323180341506E+08,
2448958.295138889, A.D. 1992-Dec-01 19:05:00.0000, -7.538741653765914E+08,  1.045735785018070E+08, -1.852655179860406E+08,
2448959.295138889, A.D. 1992-Dec-02 19:05:00.0000, -7.510303301596428E+08,  1.034430343922435E+08, -1.858983253408796E+08,
2448960.295138889, A.D. 1992-Dec-03 19:05:00.0000, -7.481703136909602E+08,  1.023550693520905E+08, -1.865307392004562E+08,
2448961.295138889, A.D. 1992-Dec-04 19:05:00.0000, -7.452948832603904E+08,  1.013099072158160E+08, -1.871627578551099E+08,
2448962.295138889, A.D. 1992-Dec-05 19:05:00.0000, -7.424048024680809E+08,  1.003077560261463E+08, -1.877943786818965E+08,
2448963.295138889, A.D. 1992-Dec-06 19:05:00.0000, -7.395008310989242E+08,  9.934880917930558E+07, -1.884255983563466E+08,
2448964.295138889, A.D. 1992-Dec-07 19:05:00.0000, -7.365837226443731E+08,  9.843324689982057E+07, -1.890564124927877E+08,
2448965.295138889, A.D. 1992-Dec-08 19:05:00.0000, -7.336542235465481E+08,  9.756123872681734E+07, -1.896868156881285E+08,
2448966.295138889, A.D. 1992-Dec-09 19:05:00.0000, -7.307130728361971E+08,  9.673294674502218E+07, -1.903168015525941E+08,
2448967.295138889, A.D. 1992-Dec-10 19:05:00.0000, -7.277610026701115E+08,  9.594852923393172E+07, -1.909463627653549E+08,
2448968.295138889, A.D. 1992-Dec-11 19:05:00.0000, -7.247987424432290E+08,  9.520814439194575E+07, -1.915754917875863E+08,
2448969.295138889, A.D. 1992-Dec-12 19:05:00.0000, -7.218270212236868E+08,  9.451195260993059E+07, -1.922041808670929E+08,
2448970.295138889, A.D. 1992-Dec-13 19:05:00.0000, -7.188465733637499E+08,  9.386011728782043E+07, -1.928324226855881E+08,
2448971.295138889, A.D. 1992-Dec-14 19:05:00.0000, -7.158581434132901E+08,  9.325280349765573E+07, -1.934602107872081E+08,
2448972.295138889, A.D. 1992-Dec-15 19:05:00.0000, -7.128624904401127E+08,  9.269017486251289E+07, -1.940875399764978E+08,
2448973.295138889, A.D. 1992-Dec-16 19:05:00.0000, -7.098603915522286E+08,  9.217238933175746E+07, -1.947144067451682E+08,
2448974.295138889, A.D. 1992-Dec-17 19:05:00.0000, -7.068526419245712E+08,  9.169959425384992E+07, -1.953408090386275E+08,
2448975.295138889, A.D. 1992-Dec-18 19:05:00.0000, -7.038400548840692E+08,  9.127192177876934E+07, -1.959667463035995E+08,
2448976.295138889, A.D. 1992-Dec-19 19:05:00.0000, -7.008234600581086E+08,  9.088948465800437E+07, -1.965922192280670E+08,
2448977.295138889, A.D. 1992-Dec-20 19:05:00.0000, -6.978037016633379E+08,  9.055237287181562E+07, -1.972172297007999E+08,
2448978.295138889, A.D. 1992-Dec-21 19:05:00.0000, -6.947816351195120E+08,  9.026065094005975E+07, -1.978417804397034E+08,
2448979.295138889, A.D. 1992-Dec-22 19:05:00.0000, -6.917581231194111E+08,  9.001435613787612E+07, -1.984658745644917E+08,
2448980.295138889, A.D. 1992-Dec-23 19:05:00.0000, -6.887340320446486E+08,  8.981349777038002E+07, -1.990895153130372E+08,
2448981.295138889, A.D. 1992-Dec-24 19:05:00.0000, -6.857102280632260E+08,  8.965805736924917E+07, -1.997127056558079E+08,
2448982.295138889, A.D. 1992-Dec-25 19:05:00.0000, -6.826875752381954E+08,  8.954798993838426E+07, -2.003354484180963E+08,
2448983.295138889, A.D. 1992-Dec-26 19:05:00.0000, -6.796669315682180E+08,  8.948322542992736E+07, -2.009577456831935E+08,
2448984.295138889, A.D. 1992-Dec-27 19:05:00.0000, -6.766491475317531E+08,  8.946367071747226E+07, -2.015795987769769E+08,
2448985.295138889, A.D. 1992-Dec-28 19:05:00.0000, -6.736350651193867E+08,  8.948921151484963E+07, -2.022010082647447E+08,
2448986.295138889, A.D. 1992-Dec-29 19:05:00.0000, -6.706255176796702E+08,  8.955971409458065E+07, -2.028219740871081E+08,
2448987.295138889, A.D. 1992-Dec-30 19:05:00.0000, -6.676213285953354E+08,  8.967502648073441E+07, -2.034424952893787E+08,
2448988.295138889, A.D. 1992-Dec-31 19:05:00.0000, -6.646233113112023E+08,  8.983497950471011E+07, -2.040625701469428E+08,
2448989.295138889, A.D. 1993-Jan-01 19:05:00.0000, -6.616322693313018E+08,  9.003938769045524E+07, -2.046821963165522E+08,
2448990.295138889, A.D. 1993-Jan-02 19:05:00.0000, -6.586489946385047E+08,  9.028804997910978E+07, -2.053013705652236E+08,
2448991.295138889, A.D. 1993-Jan-03 19:05:00.0000, -6.556742666853359E+08,  9.058075084794290E+07, -2.059200887386856E+08,
2448992.295138889, A.D. 1993-Jan-04 19:05:00.0000, -6.527088514154422E+08,  9.091726202928218E+07, -2.065383457853009E+08,
2448993.295138889, A.D. 1993-Jan-05 19:05:00.0000, -6.497535005944052E+08,  9.129734508025917E+07, -2.071561358527302E+08,
2448994.295138889, A.D. 1993-Jan-06 19:05:00.0000, -6.468089505581852E+08,  9.172075470501438E+07, -2.077734520610361E+08,
2448995.295138889, A.D. 1993-Jan-07 19:05:00.0000, -6.438759233361169E+08,  9.218724291142261E+07, -2.083902867270398E+08,
2448996.295138889, A.D. 1993-Jan-08 19:05:00.0000, -6.409551296166151E+08,  9.269656314601691E+07, -2.090066317399783E+08,
2448997.295138889, A.D. 1993-Jan-09 19:05:00.0000, -6.380472744000432E+08,  9.324847338765711E+07, -2.096224793170308E+08,
2448998.295138889, A.D. 1993-Jan-10 19:05:00.0000, -6.351530621516777E+08,  9.384273667535654E+07, -2.102378222470186E+08,
2448999.295138889, A.D. 1993-Jan-11 19:05:00.0000, -6.322732030752336E+08,  9.447911888557963E+07, -2.108526544497855E+08,
2449000.295138889, A.D. 1993-Jan-12 19:05:00.0000, -6.294084188813318E+08,  9.515738411204785E+07, -2.114669717041602E+08,
2449001.295138889, A.D. 1993-Jan-13 19:05:00.0000, -6.265594443666006E+08,  9.587728844008650E+07, -2.120807715760992E+08,
2449002.295138889, A.D. 1993-Jan-14 19:05:00.0000, -6.237270266759869E+08,  9.663857383471715E+07, -2.126940532078304E+08,
2449003.295138889, A.D. 1993-Jan-15 19:05:00.0000, -6.209119229047137E+08,  9.744096319031002E+07, -2.133068170442274E+08,
2449004.295138889, A.D. 1993-Jan-16 19:05:00.0000, -6.181148979819856E+08,  9.828415711968225E+07, -2.139190649436742E+08,
2449005.295138889, A.D. 1993-Jan-17 19:05:00.0000, -6.153367192210401E+08,  9.916783171037531E+07, -2.145307992492235E+08,
2449006.295138889, A.D. 1993-Jan-18 19:05:00.0000, -6.125781533990117E+08,  1.000916377700513E+08, -2.151420227065921E+08,
2449007.295138889, A.D. 1993-Jan-19 19:05:00.0000, -6.098399638989267E+08,  1.010552008283353E+08, -2.157527383399662E+08,
2449008.295138889, A.D. 1993-Jan-20 19:05:00.0000, -6.071229067340434E+08,  1.020581214699147E+08, -2.163629488574798E+08,
2449009.295138889, A.D. 1993-Jan-21 19:05:00.0000, -6.044277285990248E+08,  1.030999763849325E+08, -2.169726566871482E+08,
2449010.295138889, A.D. 1993-Jan-22 19:05:00.0000, -6.017551648808919E+08,  1.041803197189967E+08, -2.175818639128109E+08,
2449011.295138889, A.D. 1993-Jan-23 19:05:00.0000, -5.991059367317688E+08,  1.052986844834721E+08, -2.181905717756036E+08,
2449012.295138889, A.D. 1993-Jan-24 19:05:00.0000, -5.964807502767165E+08,  1.064545844325073E+08, -2.187987808271939E+08,
2449013.295138889, A.D. 1993-Jan-25 19:05:00.0000, -5.938802960867358E+08,  1.076475159589934E+08, -2.194064910659103E+08,
2449014.295138889, A.D. 1993-Jan-26 19:05:00.0000, -5.913052472356242E+08,  1.088769595913758E+08, -2.200137014548306E+08,
2449015.295138889, A.D. 1993-Jan-27 19:05:00.0000, -5.887562597994535E+08,  1.101423817018106E+08, -2.206204102596293E+08,
2449016.295138889, A.D. 1993-Jan-28 19:05:00.0000, -5.862339727143106E+08,  1.114432358745785E+08, -2.212266151176335E+08,
2449017.295138889, A.D. 1993-Jan-29 19:05:00.0000, -5.837390063001518E+08,  1.127789638782268E+08, -2.218323126174729E+08,
2449018.295138889, A.D. 1993-Jan-30 19:05:00.0000, -5.812719633640611E+08,  1.141489971251664E+08, -2.224374988891789E+08,
2449019.295138889, A.D. 1993-Jan-31 19:05:00.0000, -5.788334272153610E+08,  1.155527577560158E+08, -2.230421690882700E+08,
2449020.295138889, A.D. 1993-Feb-01 19:05:00.0000, -5.764239614019850E+08,  1.169896605080504E+08, -2.236463175766243E+08,
2449021.295138889, A.D. 1993-Feb-02 19:05:00.0000, -5.740441092090509E+08,  1.184591151953375E+08, -2.242499379890613E+08,
2449022.295138889, A.D. 1993-Feb-03 19:05:00.0000, -5.716943930886164E+08,  1.199605299056687E+08, -2.248530231246883E+08,
2449023.295138889, A.D. 1993-Feb-04 19:05:00.0000, -5.693753161949754E+08,  1.214933151008991E+08, -2.254555653023539E+08,
2449024.295138889, A.D. 1993-Feb-05 19:05:00.0000, -5.670873644778099E+08,  1.230568875983089E+08, -2.260575563723414E+08,
2449025.295138889, A.D. 1993-Feb-06 19:05:00.0000, -5.648310375458096E+08,  1.246507098730924E+08, -2.266589083985001E+08,
2449026.295138889, A.D. 1993-Feb-07 19:05:00.0000, -5.626067564451686E+08,  1.262741467160241E+08, -2.272597759373459E+08,
2449027.295138889, A.D. 1993-Feb-08 19:05:00.0000, -5.604150187598019E+08,  1.279266795351206E+08, -2.278600727530454E+08,
2449028.295138889, A.D. 1993-Feb-09 19:05:00.0000, -5.582563047150235E+08,  1.296077553760937E+08, -2.284597953356552E+08,
2449029.295138889, A.D. 1993-Feb-10 19:05:00.0000, -5.561311046708413E+08,  1.313168159435807E+08, -2.290589422344026E+08,
2449030.295138889, A.D. 1993-Feb-11 19:05:00.0000, -5.540399177636118E+08,  1.330532903738117E+08, -2.296575138531656E+08,
2449031.295138889, A.D. 1993-Feb-12 19:05:00.0000, -5.519832468919706E+08,  1.348165896451313E+08, -2.302555115950279E+08,
2449032.295138889, A.D. 1993-Feb-13 19:05:00.0000, -5.499615953974051E+08,  1.366061040957706E+08, -2.308529380813622E+08,
2449033.295138889, A.D. 1993-Feb-14 19:05:00.0000, -5.479754602255183E+08,  1.384212021827960E+08, -2.314497958847524E+08,
2449034.295138889, A.D. 1993-Feb-15 19:05:00.0000, -5.460253297587998E+08,  1.402612315748215E+08, -2.320460879587192E+08,
2449035.295138889, A.D. 1993-Feb-16 19:05:00.0000, -5.441116794711875E+08,  1.421255201697342E+08, -2.326418168491450E+08,
2449036.295138889, A.D. 1993-Feb-17 19:05:00.0000, -5.422349701359782E+08,  1.440133777960451E+08, -2.332369847246310E+08,
2449037.295138889, A.D. 1993-Feb-18 19:05:00.0000, -5.403956464321132E+08,  1.459240978900369E+08, -2.338315933916080E+08,
2449038.295138889, A.D. 1993-Feb-19 19:05:00.0000, -5.385941344619021E+08,  1.478569587601228E+08, -2.344256437272446E+08,
2449039.295138889, A.D. 1993-Feb-20 19:05:00.0000, -5.368308424953970E+08,  1.498112256312683E+08, -2.350191364223130E+08,
2449040.295138889, A.D. 1993-Feb-21 19:05:00.0000, -5.351061577964776E+08,  1.517861516098458E+08, -2.356120709659690E+08,
2449041.295138889, A.D. 1993-Feb-22 19:05:00.0000, -5.334204477862884E+08,  1.537809798266909E+08, -2.362044464532252E+08,
2449042.295138889, A.D. 1993-Feb-23 19:05:00.0000, -5.317740580257042E+08,  1.557949446622355E+08, -2.367962609293112E+08,
2449043.295138889, A.D. 1993-Feb-24 19:05:00.0000, -5.301673128841830E+08,  1.578272736698336E+08, -2.373875118514695E+08,
2449044.295138889, A.D. 1993-Feb-25 19:05:00.0000, -5.286005146288248E+08,  1.598771889427992E+08, -2.379781957912167E+08,
2449045.295138889, A.D. 1993-Feb-26 19:05:00.0000, -5.270739435774294E+08,  1.619439087180806E+08, -2.385683085812752E+08,
2449046.295138889, A.D. 1993-Feb-27 19:05:00.0000, -5.255878579875669E+08,  1.640266488800462E+08, -2.391578453338479E+08,
2449047.295138889, A.D. 1993-Feb-28 19:05:00.0000, -5.241424941674662E+08,  1.661246246522439E+08, -2.397468005756558E+08,
2449048.295138889, A.D. 1993-Mar-01 19:05:00.0000, -5.227380655677915E+08,  1.682370522205512E+08, -2.403351679153398E+08,
2449049.295138889, A.D. 1993-Mar-02 19:05:00.0000, -5.213747639881735E+08,  1.703631514184709E+08, -2.409229406265622E+08,
2449050.295138889, A.D. 1993-Mar-03 19:05:00.0000, -5.200527588584813E+08,  1.725021482017650E+08, -2.415101111744199E+08,
2449051.295138889, A.D. 1993-Mar-04 19:05:00.0000, -5.187722000581979E+08,  1.746532784538713E+08, -2.420966720184671E+08,
2449052.295138889, A.D. 1993-Mar-05 19:05:00.0000, -5.175332197291107E+08,  1.768157910274565E+08, -2.426826153683125E+08,
2449053.295138889, A.D. 1993-Mar-06 19:05:00.0000, -5.163359383349549E+08,  1.789889507550822E+08, -2.432679341839000E+08,
2449054.295138889, A.D. 1993-Mar-07 19:05:00.0000, -5.151804703583960E+08,  1.811720387050947E+08, -2.438526223407010E+08,
2449055.295138889, A.D. 1993-Mar-08 19:05:00.0000, -5.140669316794696E+08,  1.833643496958042E+08, -2.444366753566279E+08,
2449056.295138889, A.D. 1993-Mar-09 19:05:00.0000, -5.129954452144863E+08,  1.855651863970416E+08, -2.450200908141358E+08,
2449057.295138889, A.D. 1993-Mar-10 19:05:00.0000, -5.119661429023997E+08,  1.877738512437580E+08, -2.456028683028933E+08,
2449058.295138889, A.D. 1993-Mar-11 19:05:00.0000, -5.109791637448937E+08,  1.899896384637126E+08, -2.461850090168685E+08,
2449059.295138889, A.D. 1993-Mar-12 19:05:00.0000, -5.100346492349164E+08,  1.922118284208555E+08, -2.467665153355394E+08,
2449060.295138889, A.D. 1993-Mar-13 19:05:00.0000, -5.091327372292756E+08,  1.944396848718895E+08, -2.473473902019655E+08,
2449061.295138889, A.D. 1993-Mar-14 19:05:00.0000, -5.082735562983801E+08,  1.966724549525925E+08, -2.479276366258970E+08,
2449062.295138889, A.D. 1993-Mar-15 19:05:00.0000, -5.074572212983771E+08,  1.989093708222904E+08, -2.485072572869790E+08,
2449063.295138889, A.D. 1993-Mar-16 19:05:00.0000, -5.066838305847031E+08,  2.011496520882553E+08, -2.490862543714542E+08,
2449064.295138889, A.D. 1993-Mar-17 19:05:00.0000, -5.059534643494975E+08,  2.033925082267862E+08, -2.496646294870363E+08,
2449065.295138889, A.D. 1993-Mar-18 19:05:00.0000, -5.052661832381781E+08,  2.056371405314369E+08, -2.502423834107488E+08,
2449066.295138889, A.D. 1993-Mar-19 19:05:00.0000, -5.046220285457166E+08,  2.078827441796892E+08, -2.508195164495285E+08,
2449067.295138889, A.D. 1993-Mar-20 19:05:00.0000, -5.040210208896454E+08,  2.101285093735509E+08, -2.513960279922216E+08,
2449068.295138889, A.D. 1993-Mar-21 19:05:00.0000, -5.034631605764846E+08,  2.123736230214658E+08, -2.519719168877847E+08,
2449069.295138889, A.D. 1993-Mar-22 19:05:00.0000, -5.029484262067885E+08,  2.146172696968117E+08, -2.525471809539174E+08,
2449070.295138889, A.D. 1993-Mar-23 19:05:00.0000, -5.024767754275666E+08,  2.168586335623483E+08, -2.531218175469353E+08,
2449071.295138889, A.D. 1993-Mar-24 19:05:00.0000, -5.020481431897664E+08,  2.190968993257387E+08, -2.536958228479489E+08,
2449072.295138889, A.D. 1993-Mar-25 19:05:00.0000, -5.016624431078536E+08,  2.213312545728976E+08, -2.542691926457410E+08,
2449073.295138889, A.D. 1993-Mar-26 19:05:00.0000, -5.013195661355227E+08,  2.235608909504161E+08, -2.548419216896926E+08,
2449074.295138889, A.D. 1993-Mar-27 19:05:00.0000, -5.010193817287599E+08,  2.257850064112389E+08, -2.554140042168757E+08,
2449075.295138889, A.D. 1993-Mar-28 19:05:00.0000, -5.007617379816788E+08,  2.280028069797662E+08, -2.559854338737175E+08,
2449076.295138889, A.D. 1993-Mar-29 19:05:00.0000, -5.005464618191107E+08,  2.302135085462244E+08, -2.565562035749290E+08,
2449077.295138889, A.D. 1993-Mar-30 19:05:00.0000, -5.003733609903299E+08,  2.324163394925803E+08, -2.571263061542830E+08,
2449078.295138889, A.D. 1993-Mar-31 19:05:00.0000, -5.002422242131479E+08,  2.346105424396900E+08, -2.576957338625802E+08,
2449079.295138889, A.D. 1993-Apr-01 19:05:00.0000, -5.001528246409473E+08,  2.367953772635615E+08, -2.582644792407904E+08,
2449080.295138889, A.D. 1993-Apr-02 19:05:00.0000, -5.001049226755763E+08,  2.389701230737025E+08, -2.588325351774998E+08,
2449081.295138889, A.D. 1993-Apr-03 19:05:00.0000, -5.000982700553984E+08,  2.411340793259029E+08, -2.593998950451815E+08,
2449082.295138889, A.D. 1993-Apr-04 19:05:00.0000, -5.001326170162321E+08,  2.432865661501740E+08, -2.599665539192250E+08,
2449083.295138889, A.D. 1993-Apr-05 19:05:00.0000, -5.002077167440837E+08,  2.454269207385240E+08, -2.605325082475604E+08,
2449084.295138889, A.D. 1993-Apr-06 19:05:00.0000, -5.003233305261637E+08,  2.475544919393150E+08, -2.610977563748781E+08,
2449085.295138889, A.D. 1993-Apr-07 19:05:00.0000, -5.004792302350072E+08,  2.496686330756926E+08, -2.616622988723022E+08,
2449086.295138889, A.D. 1993-Apr-08 19:05:00.0000, -5.006751953151440E+08,  2.517686937915553E+08, -2.622261375662493E+08,
2449087.295138889, A.D. 1993-Apr-09 19:05:00.0000, -5.009110083961242E+08,  2.538540146137685E+08, -2.627892752124293E+08,
