            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2452284.295138889, A.D. 2002-Jan-09 19:05:00.0000, -3.336796460348209E+07, -2.904662124798021E+07,  3.712152192133985E+08,
2452285.295138889, A.D. 2002-Jan-10 19:05:00.0000, -3.240531973769629E+07, -2.745251389336747E+07,  3.717418280613198E+08,
2452286.295138889, A.D. 2002-Jan-11 19:05:00.0000, -3.145721213756379E+07, -2.581701160869962E+07,  3.722625337996299E+08,
2452287.295138889, A.D. 2002-Jan-12 19:05:00.0000, -3.052444151243927E+07, -2.414040455106699E+07,  3.727773759065038E+08,
2452288.295138889, A.D. 2002-Jan-13 19:05:00.0000, -2.960779979267578E+07, -2.242300854544005E+07,  3.732863968757808E+08,
2452289.295138889, A.D. 2002-Jan-14 19:05:00.0000, -2.870806818379036E+07, -2.066516309838067E+07,  3.737896367221858E+08,
2452290.295138889, A.D. 2002-Jan-15 19:05:00.0000, -2.782601540107665E+07, -1.886722956741972E+07,  3.742871345113049E+08,
2452291.295138889, A.D. 2002-Jan-16 19:05:00.0000, -2.696239636998414E+07, -1.702958910139787E+07,  3.747789282029667E+08,
2452292.295138889, A.D. 2002-Jan-17 19:05:00.0000, -2.611795134714916E+07, -1.515264061250478E+07,  3.752650529459550E+08,
2452293.295138889, A.D. 2002-Jan-18 19:05:00.0000, -2.529340591314307E+07, -1.323679930907726E+07,  3.757455464061735E+08,
2452294.295138889, A.D. 2002-Jan-19 19:05:00.0000, -2.448947039757869E+07, -1.128249505723244E+07,  3.762204435388708E+08,
2452295.295138889, A.D. 2002-Jan-20 19:05:00.0000, -2.370683978047721E+07, -9.290171308904678E+06,  3.766897782430952E+08,
2452296.295138889, A.D. 2002-Jan-21 19:05:00.0000, -2.294619323729395E+07, -7.260284057613879E+06,  3.771535820300894E+08,
2452297.295138889, A.D. 2002-Jan-22 19:05:00.0000, -2.220819373583212E+07, -5.193300825761795E+06,  3.776118874313335E+08,
2452298.295138889, A.D. 2002-Jan-23 19:05:00.0000, -2.149348707083279E+07, -3.089699199224442E+06,  3.780647255782858E+08,
2452299.295138889, A.D. 2002-Jan-24 19:05:00.0000, -2.080270099916971E+07, -9.499648188704550E+05,  3.785121260075788E+08,
2452300.295138889, A.D. 2002-Jan-25 19:05:00.0000, -2.013644474341332E+07,  1.225411411829054E+06,  3.789541171564052E+08,
2452301.295138889, A.D. 2002-Jan-26 19:05:00.0000, -1.949530927516902E+07,  3.435936928546548E+06,  3.793907249437082E+08,
2452302.295138889, A.D. 2002-Jan-27 19:05:00.0000, -1.887986940376348E+07,  5.681121581283152E+06,  3.798219766473734E+08,
2452303.295138889, A.D. 2002-Jan-28 19:05:00.0000, -1.829068757739308E+07,  7.960481256592259E+06,  3.802478989869717E+08,
2452304.295138889, A.D. 2002-Jan-29 19:05:00.0000, -1.772831968898206E+07,  1.027353986405438E+07,  3.806685182005708E+08,
2452305.295138889, A.D. 2002-Jan-30 19:05:00.0000, -1.719332188001285E+07,  1.261982852426672E+07,  3.810838613377129E+08,
2452306.295138889, A.D. 2002-Jan-31 19:05:00.0000, -1.668625648886812E+07,  1.499888152586427E+07,  3.814939549294596E+08,
2452307.295138889, A.D. 2002-Feb-01 19:05:00.0000, -1.620764453006677E+07,  1.741030727944754E+07,  3.818988288935019E+08,
2452308.295138889, A.D. 2002-Feb-02 19:05:00.0000, -1.575817468006744E+07,  1.985347161932825E+07,  3.822985169805360E+08,
2452309.295138889, A.D. 2002-Feb-03 19:05:00.0000, -1.533838315895506E+07,  2.232795747324213E+07,  3.826930515153257E+08,
2452310.295138889, A.D. 2002-Feb-04 19:05:00.0000, -1.494886466813496E+07,  2.483324916001229E+07,  3.830824657323573E+08,
2452311.295138889, A.D. 2002-Feb-05 19:05:00.0000, -1.459021329196801E+07,  2.736880843321337E+07,  3.834667935405080E+08,
2452312.295138889, A.D. 2002-Feb-06 19:05:00.0000, -1.426301828968334E+07,  2.993407407855317E+07,  3.838460709081261E+08,
2452313.295138889, A.D. 2002-Feb-07 19:05:00.0000, -1.396786035451281E+07,  3.252846224163283E+07,  3.842203324557672E+08,
2452314.295138889, A.D. 2002-Feb-08 19:05:00.0000, -1.370530870448263E+07,  3.515136754543042E+07,  3.845896118337675E+08,
2452315.295138889, A.D. 2002-Feb-09 19:05:00.0000, -1.347591871994036E+07,  3.780216449305055E+07,  3.849539418286883E+08,
2452316.295138889, A.D. 2002-Feb-10 19:05:00.0000, -1.328023010423237E+07,  4.048020927894087E+07,  3.853133570596603E+08,
2452317.295138889, A.D. 2002-Feb-11 19:05:00.0000, -1.311876513647861E+07,  4.318484105820297E+07,  3.856678896902190E+08,
2452318.295138889, A.D. 2002-Feb-12 19:05:00.0000, -1.299202743407084E+07,  4.591538377943084E+07,  3.860175702831918E+08,
2452319.295138889, A.D. 2002-Feb-13 19:05:00.0000, -1.290050106114838E+07,  4.867114821646567E+07,  3.863624294864370E+08,
2452320.295138889, A.D. 2002-Feb-14 19:05:00.0000, -1.284464986785381E+07,  5.145143369055295E+07,  3.867024972288616E+08,
2452321.295138889, A.D. 2002-Feb-15 19:05:00.0000, -1.282491710623710E+07,  5.425552971233967E+07,  3.870378019323512E+08,
2452322.295138889, A.D. 2002-Feb-16 19:05:00.0000, -1.284172525820747E+07,  5.708271750110967E+07,  3.873683700922548E+08,
2452323.295138889, A.D. 2002-Feb-17 19:05:00.0000, -1.289547602137122E+07,  5.993227165938479E+07,  3.876942278823527E+08,
2452324.295138889, A.D. 2002-Feb-18 19:05:00.0000, -1.298655024978321E+07,  6.280346162089813E+07,  3.880154019069018E+08,
2452325.295138889, A.D. 2002-Feb-19 19:05:00.0000, -1.311530769553130E+07,  6.569555266362065E+07,  3.883319167425654E+08,
2452326.295138889, A.D. 2002-Feb-20 19:05:00.0000, -1.328208674890526E+07,  6.860780753033055E+07,  3.886437954265928E+08,
2452327.295138889, A.D. 2002-Feb-21 19:05:00.0000, -1.348720417839937E+07,  7.153948843297496E+07,  3.889510595998372E+08,
2452328.295138889, A.D. 2002-Feb-22 19:05:00.0000, -1.373095525048830E+07,  7.448986017545965E+07,  3.892537326077300E+08,
2452329.295138889, A.D. 2002-Feb-23 19:05:00.0000, -1.401361433540705E+07,  7.745819265759881E+07,  3.895518354412724E+08,
2452330.295138889, A.D. 2002-Feb-24 19:05:00.0000, -1.433543701276644E+07,  8.044376469499323E+07,  3.898453880062363E+08,
2452331.295138889, A.D. 2002-Feb-25 19:05:00.0000, -1.469666400078375E+07,  8.344586741707118E+07,  3.901344096864015E+08,
2452332.295138889, A.D. 2002-Feb-26 19:05:00.0000, -1.509752711484580E+07,  8.646380671482244E+07,  3.904189225181196E+08,
2452333.295138889, A.D. 2002-Feb-27 19:05:00.0000, -1.553825616264677E+07,  8.949690161653796E+07,  3.906989480575234E+08,
2452334.295138889, A.D. 2002-Feb-28 19:05:00.0000, -1.601908546973064E+07,  9.254448011974636E+07,  3.909745086431562E+08,
2452335.295138889, A.D. 2002-Mar-01 19:05:00.0000, -1.654057239350903E+07,  9.560589594103017E+07,  3.912456100437613E+08,
2452336.295138889, A.D. 2002-Mar-02 19:05:00.0000, -1.710233473190454E+07,  9.868042422137660E+07,  3.915123182188900E+08,
2452337.295138889, A.D. 2002-Mar-03 19:05:00.0000, -1.770494873987201E+07,  1.017674016516313E+08,  3.917746421691113E+08,
2452338.295138889, A.D. 2002-Mar-04 19:05:00.0000, -1.834867120736064E+07,  1.048661217957893E+08,  3.920326100626827E+08,
2452339.295138889, A.D. 2002-Mar-05 19:05:00.0000, -1.903375304846386E+07,  1.079758597059996E+08,  3.922862511122538E+08,
2452340.295138889, A.D. 2002-Mar-06 19:05:00.0000, -1.976043436063940E+07,  1.110958727581695E+08,  3.925355956417296E+08,
2452341.295138889, A.D. 2002-Mar-07 19:05:00.0000, -2.052894066577749E+07,  1.142254019261247E+08,  3.927806725599955E+08,
2452342.295138889, A.D. 2002-Mar-08 19:05:00.0000, -2.133948047256606E+07,  1.173636740410458E+08,  3.930215093567857E+08,
2452343.295138889, A.D. 2002-Mar-09 19:05:00.0000, -2.219224379136370E+07,  1.205099043516340E+08,  3.932581333291604E+08,
2452344.295138889, A.D. 2002-Mar-10 19:05:00.0000, -2.308740115972029E+07,  1.236632987109578E+08,  3.934905723904989E+08,
2452345.295138889, A.D. 2002-Mar-11 19:05:00.0000, -2.402510276726680E+07,  1.268230545423220E+08,  3.937188525021037E+08,
2452346.295138889, A.D. 2002-Mar-12 19:05:00.0000, -2.500547791191562E+07,  1.299883627453598E+08,  3.939429987493228E+08,
2452347.295138889, A.D. 2002-Mar-13 19:05:00.0000, -2.602863434275262E+07,  1.331584084857652E+08,  3.941630330368954E+08,
2452348.295138889, A.D. 2002-Mar-14 19:05:00.0000, -2.709465827871592E+07,  1.363323749808940E+08,  3.943789808251699E+08,
2452349.295138889, A.D. 2002-Mar-15 19:05:00.0000, -2.820361371305044E+07,  1.395094429160896E+08,  3.945908644638373E+08,
2452350.295138889, A.D. 2002-Mar-16 19:05:00.0000, -2.935554241003544E+07,  1.426887926604292E+08,  3.947987050148118E+08,
2452351.295138889, A.D. 2002-Mar-17 19:05:00.0000, -3.055046391268521E+07,  1.458696057257836E+08,  3.950025217981475E+08,
2452352.295138889, A.D. 2002-Mar-18 19:05:00.0000, -3.178837596192982E+07,  1.490510675778058E+08,  3.952023357013267E+08,
2452353.295138889, A.D. 2002-Mar-19 19:05:00.0000, -3.306925448984373E+07,  1.522323679477638E+08,  3.953981655389930E+08,
2452354.295138889, A.D. 2002-Mar-20 19:05:00.0000, -3.439305397269005E+07,  1.554127025950248E+08,  3.955900282515534E+08,
2452355.295138889, A.D. 2002-Mar-21 19:05:00.0000, -3.575970811193789E+07,  1.585912760681298E+08,  3.957779410584266E+08,
2452356.295138889, A.D. 2002-Mar-22 19:05:00.0000, -3.716913064249137E+07,  1.617673039157163E+08,  3.959619214199574E+08,
2452357.295138889, A.D. 2002-Mar-23 19:05:00.0000, -3.862121662319336E+07,  1.649400146014354E+08,  3.961419854485351E+08,
2452358.295138889, A.D. 2002-Mar-24 19:05:00.0000, -4.011584489573982E+07,  1.681086522064906E+08,  3.963181481173965E+08,
2452359.295138889, A.D. 2002-Mar-25 19:05:00.0000, -4.165288215914156E+07,  1.712724795594912E+08,  3.964904254168635E+08,
2452360.295138889, A.D. 2002-Mar-26 19:05:00.0000, -4.323218839877772E+07,  1.744307794356808E+08,  3.966588350502058E+08,
2452361.295138889, A.D. 2002-Mar-27 19:05:00.0000, -4.485362305678999E+07,  1.775828524843167E+08,  3.968233949722267E+08,
2452362.295138889, A.D. 2002-Mar-28 19:05:00.0000, -4.651705095623801E+07,  1.807280127913433E+08,  3.969841235777361E+08,
2452363.295138889, A.D. 2002-Mar-29 19:05:00.0000, -4.822234636860717E+07,  1.838655821519322E+08,  3.971410428019577E+08,
2452364.295138889, A.D. 2002-Mar-30 19:05:00.0000, -4.996939293337094E+07,  1.869948811619883E+08,  3.972941764315304E+08,
2452365.295138889, A.D. 2002-Mar-31 19:05:00.0000, -5.175807996505578E+07,  1.901152217649934E+08,  3.974435489906399E+08,
2452366.295138889, A.D. 2002-Apr-01 19:05:00.0000, -5.358841454212090E+07,  1.932258393565621E+08,  3.975891996397790E+08,
2452367.295138889, A.D. 2002-Apr-02 19:05:00.0000, -5.546003780618332E+07,  1.963261472001612E+08,  3.977311238716305E+08,
2452368.295138889, A.D. 2002-Apr-03 19:05:00.0000, -5.737294298018045E+07,  1.994153537989637E+08,  3.978693626707512E+08,
2452369.295138889, A.D. 2002-Apr-04 19:05:00.0000, -5.932698421869998E+07,  2.024927220213091E+08,  3.980039404226940E+08,
2452370.295138889, A.D. 2002-Apr-05 19:05:00.0000, -6.132199745189134E+07,  2.055575074436557E+08,  3.981348798129234E+08,
2452371.295138889, A.D. 2002-Apr-06 19:05:00.0000, -6.335779969216975E+07,  2.086089620587992E+08,  3.982622036822093E+08,
2452372.295138889, A.D. 2002-Apr-07 19:05:00.0000, -6.543418864074218E+07,  2.116463362787434E+08,  3.983859346051128E+08,
2452373.295138889, A.D. 2002-Apr-08 19:05:00.0000, -6.755094241180369E+07,  2.146688799621970E+08,  3.985060935186649E+08,
2452374.295138889, A.D. 2002-Apr-09 19:05:00.0000, -6.970781960468473E+07,  2.176758441892096E+08,  3.986227004446618E+08,
2452375.295138889, A.D. 2002-Apr-10 19:05:00.0000, -7.190455886569203E+07,  2.206664814947244E+08,  3.987357726011564E+08,
2452376.295138889, A.D. 2002-Apr-11 19:05:00.0000, -7.414087972858369E+07,  2.236400503378197E+08,  3.988453302573792E+08,
2452377.295138889, A.D. 2002-Apr-12 19:05:00.0000, -7.641648138337329E+07,  2.265958132514837E+08,  3.989513907834166E+08,
2452378.295138889, A.D. 2002-Apr-13 19:05:00.0000, -7.873104281799261E+07,  2.295330391945847E+08,  3.990539701258823E+08,
2452379.295138889, A.D. 2002-Apr-14 19:05:00.0000, -8.108422305438308E+07,  2.324510057309365E+08,  3.991530836114241E+08,
2452380.295138889, A.D. 2002-Apr-15 19:05:00.0000, -8.347566165379092E+07,  2.353490013468769E+08,  3.992487467986612E+08,
2452381.295138889, A.D. 2002-Apr-16 19:05:00.0000, -8.590497900118084E+07,  2.382263263015432E+08,  3.993409736995048E+08,
2452382.295138889, A.D. 2002-Apr-17 19:05:00.0000, -8.837177722931041E+07,  2.410822944353585E+08,  3.994297767133946E+08,
2452383.295138889, A.D. 2002-Apr-18 19:05:00.0000, -9.087564206660159E+07,  2.439162365010890E+08,  3.995151691021598E+08,
2452384.295138889, A.D. 2002-Apr-19 19:05:00.0000, -9.341614431106646E+07,  2.467275012943263E+08,  3.995971638995558E+08,
2452385.295138889, A.D. 2002-Apr-20 19:05:00.0000, -9.599284202506334E+07,  2.495154571617755E+08,  3.996757736279901E+08,
2452386.295138889, A.D. 2002-Apr-21 19:05:00.0000, -9.860528349765626E+07,  2.522794933926680E+08,  3.997510103423852E+08,
2452387.295138889, A.D. 2002-Apr-22 19:05:00.0000, -1.012530113196958E+08,  2.550190215918302E+08,  3.998228866744767E+08,
2452388.295138889, A.D. 2002-Apr-23 19:05:00.0000, -1.039355674704259E+08,  2.577334763336938E+08,  3.998914176715248E+08,
2452389.295138889, A.D. 2002-Apr-24 19:05:00.0000, -1.066524978446271E+08,  2.604223115505711E+08,  3.999566187863831E+08,
2452390.295138889, A.D. 2002-Apr-25 19:05:00.0000, -1.094033568482828E+08,  2.630849963638448E+08,  4.000185065282400E+08,
2452391.295138889, A.D. 2002-Apr-26 19:05:00.0000, -1.121877102588703E+08,  2.657210092299886E+08,  4.000770994018446E+08,
2452392.295138889, A.D. 2002-Apr-27 19:05:00.0000, -1.150051351597151E+08,  2.683298313295439E+08,  4.001324187683899E+08,
2452393.295138889, A.D. 2002-Apr-28 19:05:00.0000, -1.178552158145040E+08,  2.709109386894352E+08,  4.001844862084083E+08,
2452394.295138889, A.D. 2002-Apr-29 19:05:00.0000, -1.207375380692009E+08,  2.734637985697110E+08,  4.002333235948936E+08,
2452395.295138889, A.D. 2002-Apr-30 19:05:00.0000, -1.236516828513256E+08,  2.759878681556181E+08,  4.002789520929061E+08,
2452396.295138889, A.D. 2002-May-01 19:05:00.0000, -1.265972146778179E+08,  2.784824838613710E+08,  4.003214761327830E+08,
2452397.295138889, A.D. 2002-May-02 19:05:00.0000, -1.295737031218653E+08,  2.809473197523005E+08,  4.003607536180343E+08,
2452398.295138889, A.D. 2002-May-03 19:05:00.0000, -1.325806833086525E+08,  2.833817028990065E+08,  4.003968849972284E+08,
2452399.295138889, A.D. 2002-May-04 19:05:00.0000, -1.356176795291057E+08,  2.857850773976174E+08,  4.004298890517722E+08,
2452400.295138889, A.D. 2002-May-05 19:05:00.0000, -1.386841996427286E+08,  2.881568914816970E+08,  4.004597842427477E+08,
2452401.295138889, A.D. 2002-May-06 19:05:00.0000, -1.417797350360844E+08,  2.904965983939117E+08,  4.004865874944046E+08,
2452402.295138889, A.D. 2002-May-07 19:05:00.0000, -1.449037609613355E+08,  2.928036576458319E+08,  4.005103142056555E+08,
2452403.295138889, A.D. 2002-May-08 19:05:00.0000, -1.480557371385680E+08,  2.950775368762462E+08,  4.005309793877496E+08,
2452404.295138889, A.D. 2002-May-09 19:05:00.0000, -1.512351079317552E+08,  2.973177132218709E+08,  4.005485981533245E+08,
2452405.295138889, A.D. 2002-May-10 19:05:00.0000, -1.544413015966268E+08,  2.995236732346335E+08,  4.005631839846224E+08,
2452406.295138889, A.D. 2002-May-11 19:05:00.0000, -1.576737301789617E+08,  3.016949144178529E+08,  4.005747488665698E+08,
2452407.295138889, A.D. 2002-May-12 19:05:00.0000, -1.609317899837496E+08,  3.038309477992350E+08,  4.005833043653086E+08,
2452408.295138889, A.D. 2002-May-13 19:05:00.0000, -1.642148621787487E+08,  3.059313003382825E+08,  4.005888621529480E+08,
2452409.295138889, A.D. 2002-May-14 19:05:00.0000, -1.675223130949249E+08,  3.079955158985909E+08,  4.005914324661052E+08,
2452410.295138889, A.D. 2002-May-15 19:05:00.0000, -1.708534958659205E+08,  3.100231575885305E+08,  4.005910245038424E+08,
2452411.295138889, A.D. 2002-May-16 19:05:00.0000, -1.742077530574547E+08,  3.120138104919522E+08,  4.005876476732304E+08,
2452412.295138889, A.D. 2002-May-17 19:05:00.0000, -1.775844195039751E+08,  3.139670833078861E+08,  4.005813120272329E+08,
2452413.295138889, A.D. 2002-May-18 19:05:00.0000, -1.809828249967747E+08,  3.158826082537643E+08,  4.005720272507916E+08,
2452414.295138889, A.D. 2002-May-19 19:05:00.0000, -1.844022979139089E+08,  3.177600412807165E+08,  4.005598030408667E+08,
2452415.295138889, A.D. 2002-May-20 19:05:00.0000, -1.878421696158789E+08,  3.195990622459392E+08,  4.005446505761097E+08,
2452416.295138889, A.D. 2002-May-21 19:05:00.0000, -1.913017783682705E+08,  3.213993730754514E+08,  4.005265828525529E+08,
2452417.295138889, A.D. 2002-May-22 19:05:00.0000, -1.947804723289049E+08,  3.231606935905930E+08,  4.005056136883762E+08,
2452418.295138889, A.D. 2002-May-23 19:05:00.0000, -1.982776121012190E+08,  3.248827568882231E+08,  4.004817577889110E+08,
2452419.295138889, A.D. 2002-May-24 19:05:00.0000, -2.017925725319949E+08,  3.265653051422322E+08,  4.004550324333227E+08,
2452420.295138889, A.D. 2002-May-25 19:05:00.0000, -2.053247409853200E+08,  3.282080829944693E+08,  4.004254562861789E+08,
2452421.295138889, A.D. 2002-May-26 19:05:00.0000, -2.088735135969454E+08,  3.298108321930653E+08,  4.003930484940451E+08,
2452422.295138889, A.D. 2002-May-27 19:05:00.0000, -2.124382900906922E+08,  3.313732884439207E+08,  4.003578280759743E+08,
2452423.295138889, A.D. 2002-May-28 19:05:00.0000, -2.160184684895293E+08,  3.328951812302716E+08,  4.003198140108247E+08,
2452424.295138889, A.D. 2002-May-29 19:05:00.0000, -2.196134406340369E+08,  3.343762359962394E+08,  4.002790256861823E+08,
2452425.295138889, A.D. 2002-May-30 19:05:00.0000, -2.232225877350924E+08,  3.358161755335958E+08,  4.002354808644450E+08,
2452426.295138889, A.D. 2002-May-31 19:05:00.0000, -2.268452785054461E+08,  3.372147234078238E+08,  4.001891957144077E+08,
2452427.295138889, A.D. 2002-Jun-01 19:05:00.0000, -2.304808915457696E+08,  3.385715910061097E+08,  4.001401874011601E+08,
2452428.295138889, A.D. 2002-Jun-02 19:05:00.0000, -2.341287312835537E+08,  3.398865485289453E+08,  4.000884641248757E+08,
2452429.295138889, A.D. 2002-Jun-03 19:05:00.0000, -2.377881463454822E+08,  3.411593217772985E+08,  4.000340449201574E+08,
2452430.295138889, A.D. 2002-Jun-04 19:05:00.0000, -2.414584564673301E+08,  3.423896635418350E+08,  3.999769418499637E+08,
2452431.295138889, A.D. 2002-Jun-05 19:05:00.0000, -2.451389711416532E+08,  3.435773384204578E+08,  3.999171674100060E+08,
2452432.295138889, A.D. 2002-Jun-06 19:05:00.0000, -2.488289888144121E+08,  3.447221222982433E+08,  3.998547329488601E+08,
2452433.295138889, A.D. 2002-Jun-07 19:05:00.0000, -2.525277966063294E+08,  3.458238030596697E+08,  3.997896483415818E+08,
2452434.295138889, A.D. 2002-Jun-08 19:05:00.0000, -2.562346708689339E+08,  3.468821828998109E+08,  3.997219231219404E+08,
2452435.295138889, A.D. 2002-Jun-09 19:05:00.0000, -2.599488771239592E+08,  3.478970800292900E+08,  3.996515664116030E+08,
2452436.295138889, A.D. 2002-Jun-10 19:05:00.0000, -2.636696699364138E+08,  3.488683301367896E+08,  3.995785861044388E+08,
2452437.295138889, A.D. 2002-Jun-11 19:05:00.0000, -2.673962940896178E+08,  3.497957889493575E+08,  3.995029890717328E+08,
2452438.295138889, A.D. 2002-Jun-12 19:05:00.0000, -2.711279872493900E+08,  3.506793354775584E+08,  3.994247822665792E+08,
2452439.295138889, A.D. 2002-Jun-13 19:05:00.0000, -2.748639830299697E+08,  3.515188740674874E+08,  3.993439730666009E+08,
2452440.295138889, A.D. 2002-Jun-14 19:05:00.0000, -2.786035141414232E+08,  3.523143346492766E+08,  3.992605686158078E+08,
2452441.295138889, A.D. 2002-Jun-15 19:05:00.0000, -2.823458165758041E+08,  3.530656726425893E+08,  3.991745761493012E+08,
2452442.295138889, A.D. 2002-Jun-16 19:05:00.0000, -2.860901346655299E+08,  3.537728686990899E+08,  3.990860045608618E+08,
2452443.295138889, A.D. 2002-Jun-17 19:05:00.0000, -2.898357244925028E+08,  3.544359257716159E+08,  3.989948642460052E+08,
2452444.295138889, A.D. 2002-Jun-18 19:05:00.0000, -2.935818563126342E+08,  3.550548649967299E+08,  3.989011666313435E+08,
2452445.295138889, A.D. 2002-Jun-19 19:05:00.0000, -2.973278165691233E+08,  3.556297217137591E+08,  3.988049245579290E+08,
2452446.295138889, A.D. 2002-Jun-20 19:05:00.0000, -3.010729078250341E+08,  3.561605401061622E+08,  3.987061514412496E+08,
2452447.295138889, A.D. 2002-Jun-21 19:05:00.0000, -3.048164498666652E+08,  3.566473709327661E+08,  3.986048637859254E+08,
2452448.295138889, A.D. 2002-Jun-22 19:05:00.0000, -3.085577752549600E+08,  3.570902648054300E+08,  3.985010780544413E+08,
2452449.295138889, A.D. 2002-Jun-23 19:05:00.0000, -3.122962264327204E+08,  3.574892698519895E+08,  3.983948112285807E+08,
2452450.295138889, A.D. 2002-Jun-24 19:05:00.0000, -3.160311506330079E+08,  3.578444292122936E+08,  3.982860794949197E+08,
2452451.295138889, A.D. 2002-Jun-25 19:05:00.0000, -3.197618974083538E+08,  3.581557833610454E+08,  3.981749004656351E+08,
2452452.295138889, A.D. 2002-Jun-26 19:05:00.0000, -3.234878125082375E+08,  3.584233691348492E+08,  3.980612901174403E+08,
2452453.295138889, A.D. 2002-Jun-27 19:05:00.0000, -3.272082356575240E+08,  3.586472230438647E+08,  3.979452634613613E+08,
2452454.295138889, A.D. 2002-Jun-28 19:05:00.0000, -3.309224982708094E+08,  3.588273835565602E+08,  3.978268337118652E+08,
2452455.295138889, A.D. 2002-Jun-29 19:05:00.0000, -3.346299247607669E+08,  3.589638959666656E+08,  3.977060145480226E+08,
2452456.295138889, A.D. 2002-Jun-30 19:05:00.0000, -3.383298309319813E+08,  3.590568127840440E+08,  3.975828179828306E+08,
2452457.295138889, A.D. 2002-Jul-01 19:05:00.0000, -3.420227743282459E+08,  3.591065992244456E+08,  3.974558185206612E+08,
2452458.295138889, A.D. 2002-Jul-02 19:05:00.0000, -3.457055482033383E+08,  3.591124944467592E+08,  3.973279181832114E+08,
2452459.295138889, A.D. 2002-Jul-03 19:05:00.0000, -3.493787068748720E+08,  3.590750134793465E+08,  3.971976709442066E+08,
2452460.295138889, A.D. 2002-Jul-04 19:05:00.0000, -3.530415398075336E+08,  3.589942534477582E+08,  3.970650855000290E+08,
2452461.295138889, A.D. 2002-Jul-05 19:05:00.0000, -3.566933302747694E+08,  3.588703245361758E+08,  3.969301694760717E+08,
2452462.295138889, A.D. 2002-Jul-06 19:05:00.0000, -3.603333553624551E+08,  3.587033513302863E+08,  3.967929295749389E+08,
2452463.295138889, A.D. 2002-Jul-07 19:05:00.0000, -3.639608869289242E+08,  3.584934755330806E+08,  3.966533726968843E+08,
2452464.295138889, A.D. 2002-Jul-08 19:05:00.0000, -3.675751906702179E+08,  3.582408568883021E+08,  3.965115045035146E+08,
2452465.295138889, A.D. 2002-Jul-09 19:05:00.0000, -3.711755276883239E+08,  3.579456762169751E+08,  3.963673299340578E+08,
2452466.295138889, A.D. 2002-Jul-10 19:05:00.0000, -3.747611569181414E+08,  3.576081381520596E+08,  3.962208534602720E+08,
2452467.295138889, A.D. 2002-Jul-11 19:05:00.0000, -3.783313400921701E+08,  3.572284744464040E+08,  3.960720807405660E+08,
2452468.295138889, A.D. 2002-Jul-12 19:05:00.0000, -3.818853449882143E+08,  3.568069432857486E+08,  3.959210173642669E+08,
2452469.295138889, A.D. 2002-Jul-13 19:05:00.0000, -3.854224512160180E+08,  3.563438288314065E+08,  3.957676698734971E+08,
2452470.295138889, A.D. 2002-Jul-14 19:05:00.0000, -3.889419542685530E+08,  3.558394376608685E+08,  3.956120453974168E+08,
2452471.295138889, A.D. 2002-Jul-15 19:05:00.0000, -3.924431710409372E+08,  3.552940962507708E+08,  3.954541539806464E+08,
2452472.295138889, A.D. 2002-Jul-16 19:05:00.0000, -3.959254395977976E+08,  3.547081440115361E+08,  3.952940066610167E+08,
2452473.295138889, A.D. 2002-Jul-17 19:05:00.0000, -3.993881194622424E+08,  3.540819284713305E+08,  3.951316157572642E+08,
2452474.295138889, A.D. 2002-Jul-18 19:05:00.0000, -4.028305896464391E+08,  3.534158003838164E+08,  3.949669942668543E+08,
2452475.295138889, A.D. 2002-Jul-19 19:05:00.0000, -4.062522478478977E+08,  3.527101117704055E+08,  3.948001573982248E+08,
2452476.295138889, A.D. 2002-Jul-20 19:05:00.0000, -4.096525048243679E+08,  3.519652113745865E+08,  3.946311199606789E+08,
2452477.295138889, A.D. 2002-Jul-21 19:05:00.0000, -4.130307815466748E+08,  3.511814439891509E+08,  3.944598968187206E+08,
2452478.295138889, A.D. 2002-Jul-22 19:05:00.0000, -4.163865053045896E+08,  3.503591499847561E+08,  3.942865023621985E+08,
2452479.295138889, A.D. 2002-Jul-23 19:05:00.0000, -4.197191077051525E+08,  3.494986672435567E+08,  3.941109515726844E+08,
2452480.295138889, A.D. 2002-Jul-24 19:05:00.0000, -4.230280197942376E+08,  3.486003310505898E+08,  3.939332578907234E+08,
2452481.295138889, A.D. 2002-Jul-25 19:05:00.0000, -4.263126707020754E+08,  3.476644769271592E+08,  3.937534337963017E+08,
2452482.295138889, A.D. 2002-Jul-26 19:05:00.0000, -4.295724859550813E+08,  3.466914427459128E+08,  3.935714903539405E+08,
2452483.295138889, A.D. 2002-Jul-27 19:05:00.0000, -4.328068887576963E+08,  3.456815725513823E+08,  3.933874388194836E+08,
2452484.295138889, A.D. 2002-Jul-28 19:05:00.0000, -4.360152981090657E+08,  3.446352169989066E+08,  3.932012888086008E+08,
2452485.295138889, A.D. 2002-Jul-29 19:05:00.0000, -4.391971298498279E+08,  3.435527354398639E+08,  3.930130488413708E+08,
2452486.295138889, A.D. 2002-Jul-30 19:05:00.0000, -4.423517973799148E+08,  3.424344972004606E+08,  3.928227264666836E+08,
2452487.295138889, A.D. 2002-Jul-31 19:05:00.0000, -4.454787134548603E+08,  3.412808834213986E+08,  3.926303293972423E+08,
2452488.295138889, A.D. 2002-Aug-01 19:05:00.0000, -4.485767163593529E+08,  3.400924041135037E+08,  3.924364165662333E+08,
2452489.295138889, A.D. 2002-Aug-02 19:05:00.0000, -4.516463640742928E+08,  3.388692465612947E+08,  3.922398751781899E+08,
